hour_index,L1_t,S1_t,L2_t,S2_t,L3_t,S3_t,L4_t,S4_t,L5_t,S5_t,L6_t,S6_t,L7_t,S7_t,L8_t,S8_t,L9_t,S9_t,L10_t,S10_t,L11_t,S11_t,L12_t,S12_t,L13_t,S13_t,L14_t,S14_t,L15_t,S15_t,L16_t,S16_t,L17_t,S17_t,L18_t,S18_t,L19_t,S19_t,L20_t,S20_t,L21_t,S21_t,L22_t,S22_t,L23_t,S23_t,L24_t,S24_t,L25_t,S25_t,L26_t,S26_t,L27_t,S27_t,L28_t,S28_t,L29_t,S29_t,L30_t,S30_t,L31_t,S31_t,L32_t,S32_t,L33_t,S33_t,L34_t,S34_t,L35_t,S35_t,L36_t,S36_t,L37_t,S37_t,L38_t,S38_t,L39_t,S39_t,G1_t,G2_t,G3_t,G4_t,G5_t,G6_t,G7_t,G8_t,G9_t,G10_t,L1_t+1_pre,S1_t+1_pre,L2_t+1_pre,S2_t+1_pre,L3_t+1_pre,S3_t+1_pre,L4_t+1_pre,S4_t+1_pre,L5_t+1_pre,S5_t+1_pre,L6_t+1_pre,S6_t+1_pre,L7_t+1_pre,S7_t+1_pre,L8_t+1_pre,S8_t+1_pre,L9_t+1_pre,S9_t+1_pre,L10_t+1_pre,S10_t+1_pre,L11_t+1_pre,S11_t+1_pre,L12_t+1_pre,S12_t+1_pre,L13_t+1_pre,S13_t+1_pre,L14_t+1_pre,S14_t+1_pre,L15_t+1_pre,S15_t+1_pre,L16_t+1_pre,S16_t+1_pre,L17_t+1_pre,S17_t+1_pre,L18_t+1_pre,S18_t+1_pre,L19_t+1_pre,S19_t+1_pre,L20_t+1_pre,S20_t+1_pre,L21_t+1_pre,S21_t+1_pre,L22_t+1_pre,S22_t+1_pre,L23_t+1_pre,S23_t+1_pre,L24_t+1_pre,S24_t+1_pre,L25_t+1_pre,S25_t+1_pre,L26_t+1_pre,S26_t+1_pre,L27_t+1_pre,S27_t+1_pre,L28_t+1_pre,S28_t+1_pre,L29_t+1_pre,S29_t+1_pre,L30_t+1_pre,S30_t+1_pre,L31_t+1_pre,S31_t+1_pre,L32_t+1_pre,S32_t+1_pre,L33_t+1_pre,S33_t+1_pre,L34_t+1_pre,S34_t+1_pre,L35_t+1_pre,S35_t+1_pre,L36_t+1_pre,S36_t+1_pre,L37_t+1_pre,S37_t+1_pre,L38_t+1_pre,S38_t+1_pre,L39_t+1_pre,S39_t+1_pre,G1_t+1_res,G2_t+1_res,G3_t+1_res,G4_t+1_res,G5_t+1_res,G6_t+1_res,G7_t+1_res,G8_t+1_res,G9_t+1_res,G10_t+1_res
427,145.96,451.7,1.0,451.0,233.63,457.84,78.88,469.9,1.0,451.0,1.0,451.0,155.31,470.01,109.92,463.69,237.68,451.0,1.0,451.0,1.0,451.0,112.66,451.0,1.0,451.0,1.0,451.0,40.95,472.38,715.72,451.0,1.0,451.0,79.2,453.65,1.0,451.0,247.69,467.27,93.23,462.82,1.0,451.0,69.95,451.16,528.73,465.88,660.52,460.03,338.27,452.24,421.14,451.0,112.19,461.22,225.91,465.68,1.0,451.0,471.26,466.31,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,199.75,451.0,537.58,540.47,537.86,419.67,417.77,535.07,532.03,553.47,545.36,538.11,146.11,451.0,1.0,451.0,237.03,462.32,76.84,451.0,1.0,451.0,1.0,451.0,154.33,451.0,102.66,462.6,231.67,451.0,1.0,451.0,1.0,451.0,114.89,468.66,1.0,451.0,1.0,451.0,39.98,451.0,719.9,472.06,1.0,451.0,81.12,451.0,1.0,451.0,246.12,451.0,94.49,451.0,1.0,451.0,69.36,451.0,529.03,451.0,661.52,472.56,335.07,472.95,415.67,451.0,109.83,452.03,225.61,451.0,1.0,451.0,463.63,470.07,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,196.88,451.0,538.64,541.54,538.91,427.05,425.15,536.42,533.36,553.91,546.58,539.04
428,146.11,451.0,1.0,451.0,237.03,462.32,76.84,451.0,1.0,451.0,1.0,451.0,154.33,451.0,102.66,462.6,231.67,451.0,1.0,451.0,1.0,451.0,114.89,468.66,1.0,451.0,1.0,451.0,39.98,451.0,719.9,472.06,1.0,451.0,81.12,451.0,1.0,451.0,246.12,451.0,94.49,451.0,1.0,451.0,69.36,451.0,529.03,451.0,661.52,472.56,335.07,472.95,415.67,451.0,109.83,452.03,225.61,451.0,1.0,451.0,463.63,470.07,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,196.88,451.0,538.64,541.54,538.91,427.05,425.15,536.42,533.36,553.91,546.58,539.04,159.0,451.0,1.0,451.0,238.57,472.88,77.59,451.0,1.0,451.0,1.0,451.0,156.37,451.0,107.03,451.0,230.03,464.67,1.0,451.0,1.0,451.0,119.99,468.47,1.0,451.0,1.0,451.0,34.79,465.16,717.24,469.08,1.0,451.0,82.42,463.33,1.0,451.0,249.92,452.87,97.67,451.0,1.0,451.0,70.44,465.86,540.92,451.0,669.48,459.32,343.15,451.0,429.29,466.75,113.17,460.16,228.6,470.07,1.0,451.0,473.34,460.43,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,198.55,460.01,541.71,544.89,542.17,428.0,426.1,539.21,536.07,557.97,549.55,542.04
429,159.0,451.0,1.0,451.0,238.57,472.88,77.59,451.0,1.0,451.0,1.0,451.0,156.37,451.0,107.03,451.0,230.03,464.67,1.0,451.0,1.0,451.0,119.99,468.47,1.0,451.0,1.0,451.0,34.79,465.16,717.24,469.08,1.0,451.0,82.42,463.33,1.0,451.0,249.92,452.87,97.67,451.0,1.0,451.0,70.44,465.86,540.92,451.0,669.48,459.32,343.15,451.0,429.29,466.75,113.17,460.16,228.6,470.07,1.0,451.0,473.34,460.43,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,198.55,460.01,541.71,544.89,542.17,428.0,426.1,539.21,536.07,557.97,549.55,542.04,169.22,451.0,1.0,451.0,240.81,451.0,81.92,451.0,1.0,451.0,1.0,451.0,157.81,471.72,130.44,454.13,241.81,451.0,1.0,451.0,1.0,451.0,120.0,451.0,1.0,451.0,1.0,451.0,37.09,464.27,717.25,457.08,1.0,451.0,81.61,451.0,1.0,451.0,250.43,451.0,96.88,451.0,1.0,451.0,71.99,451.0,543.55,451.0,678.6,451.0,348.55,451.0,438.33,451.0,115.47,453.4,237.46,460.41,1.0,451.0,493.85,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,205.17,451.0,576.78,580.28,577.25,429.24,427.33,573.51,569.98,564.0,585.43,577.36
430,169.22,451.0,1.0,451.0,240.81,451.0,81.92,451.0,1.0,451.0,1.0,451.0,157.81,471.72,130.44,454.13,241.81,451.0,1.0,451.0,1.0,451.0,120.0,451.0,1.0,451.0,1.0,451.0,37.09,464.27,717.25,457.08,1.0,451.0,81.61,451.0,1.0,451.0,250.43,451.0,96.88,451.0,1.0,451.0,71.99,451.0,543.55,451.0,678.6,451.0,348.55,451.0,438.33,451.0,115.47,453.4,237.46,460.41,1.0,451.0,493.85,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,205.17,451.0,576.78,580.28,577.25,429.24,427.33,573.51,569.98,564.0,585.43,577.36,171.64,451.0,1.0,451.0,239.05,451.0,81.64,451.0,1.0,451.0,1.0,451.0,158.2,451.0,141.01,451.0,260.4,451.0,1.0,451.0,1.0,451.0,126.71,451.0,1.0,451.0,1.0,451.0,39.12,451.0,728.37,451.0,1.0,451.0,83.44,451.0,1.0,451.0,249.52,451.0,98.97,464.39,1.0,451.0,73.19,463.85,555.03,462.08,700.26,451.0,357.71,451.0,440.55,453.04,116.7,451.0,240.61,460.72,1.0,451.0,499.07,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,207.62,461.31,593.2,597.15,593.92,428.79,426.88,589.34,579.99,564.0,602.32,593.85
431,171.64,451.0,1.0,451.0,239.05,451.0,81.64,451.0,1.0,451.0,1.0,451.0,158.2,451.0,141.01,451.0,260.4,451.0,1.0,451.0,1.0,451.0,126.71,451.0,1.0,451.0,1.0,451.0,39.12,451.0,728.37,451.0,1.0,451.0,83.44,451.0,1.0,451.0,249.52,451.0,98.97,464.39,1.0,451.0,73.19,463.85,555.03,462.08,700.26,451.0,357.71,451.0,440.55,453.04,116.7,451.0,240.61,460.72,1.0,451.0,499.07,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,207.62,461.31,593.2,597.15,593.92,428.79,426.88,589.34,579.99,564.0,602.32,593.85,182.3,451.0,1.0,451.0,246.81,451.0,85.91,472.2,1.0,451.0,1.0,451.0,159.22,471.55,147.75,451.0,283.13,459.59,1.0,451.0,1.0,451.0,126.7,454.78,1.0,451.0,1.0,451.0,42.12,451.0,743.34,455.76,1.0,451.0,85.33,472.69,1.0,451.0,252.68,454.95,101.32,451.0,1.0,451.0,75.9,472.7,570.75,451.0,730.83,460.78,368.12,471.11,461.9,451.0,121.9,451.0,252.35,456.43,1.0,451.0,525.14,468.55,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,213.19,451.0,611.46,615.2,611.83,428.4,426.49,607.92,580.0,564.0,621.92,612.3
432,182.3,451.0,1.0,451.0,246.81,451.0,85.91,472.2,1.0,451.0,1.0,451.0,159.22,471.55,147.75,451.0,283.13,459.59,1.0,451.0,1.0,451.0,126.7,454.78,1.0,451.0,1.0,451.0,42.12,451.0,743.34,455.76,1.0,451.0,85.33,472.69,1.0,451.0,252.68,454.95,101.32,451.0,1.0,451.0,75.9,472.7,570.75,451.0,730.83,460.78,368.12,471.11,461.9,451.0,121.9,451.0,252.35,456.43,1.0,451.0,525.14,468.55,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,213.19,451.0,611.46,615.2,611.83,428.4,426.49,607.92,580.0,564.0,621.92,612.3,197.38,455.51,1.0,451.0,255.58,455.75,90.74,451.0,1.0,451.0,1.0,451.0,165.02,468.09,158.42,451.0,310.67,462.74,1.0,451.0,1.0,451.0,129.77,467.84,1.0,451.0,1.0,451.0,44.35,456.82,760.01,451.0,1.0,451.0,89.61,451.0,1.0,451.0,255.2,451.0,108.74,460.28,1.0,451.0,79.05,460.13,598.86,451.0,755.49,456.42,389.61,451.0,478.96,451.0,125.58,451.0,259.49,451.0,1.0,451.0,535.53,457.5,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,225.16,470.09,661.72,646.0,662.11,431.69,429.77,658.75,580.0,564.0,674.16,662.05
433,197.38,455.51,1.0,451.0,255.58,455.75,90.74,451.0,1.0,451.0,1.0,451.0,165.02,468.09,158.42,451.0,310.67,462.74,1.0,451.0,1.0,451.0,129.77,467.84,1.0,451.0,1.0,451.0,44.35,456.82,760.01,451.0,1.0,451.0,89.61,451.0,1.0,451.0,255.2,451.0,108.74,460.28,1.0,451.0,79.05,460.13,598.86,451.0,755.49,456.42,389.61,451.0,478.96,451.0,125.58,451.0,259.49,451.0,1.0,451.0,535.53,457.5,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,225.16,470.09,661.72,646.0,662.11,431.69,429.77,658.75,580.0,564.0,674.16,662.05,202.64,466.95,1.0,451.0,262.31,467.44,94.44,451.0,1.0,451.0,1.0,451.0,166.51,469.14,162.44,468.24,324.52,451.0,1.0,451.0,1.0,451.0,133.57,451.0,1.0,451.0,1.0,451.0,45.15,466.44,761.81,451.0,1.0,451.0,93.92,451.0,1.0,451.0,260.27,470.76,107.8,470.81,1.0,451.0,80.66,451.0,608.33,451.0,772.13,451.0,394.68,458.82,494.28,458.19,126.99,451.0,263.19,451.0,1.0,451.0,552.85,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,227.66,451.0,683.93,646.0,684.72,424.31,422.39,680.62,580.0,564.0,696.25,684.83
434,202.64,466.95,1.0,451.0,262.31,467.44,94.44,451.0,1.0,451.0,1.0,451.0,166.51,469.14,162.44,468.24,324.52,451.0,1.0,451.0,1.0,451.0,133.57,451.0,1.0,451.0,1.0,451.0,45.15,466.44,761.81,451.0,1.0,451.0,93.92,451.0,1.0,451.0,260.27,470.76,107.8,470.81,1.0,451.0,80.66,451.0,608.33,451.0,772.13,451.0,394.68,458.82,494.28,458.19,126.99,451.0,263.19,451.0,1.0,451.0,552.85,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,227.66,451.0,683.93,646.0,684.72,424.31,422.39,680.62,580.0,564.0,696.25,684.83,198.79,472.23,1.0,451.0,256.94,451.0,93.53,452.46,1.0,451.0,1.0,451.0,165.25,451.0,160.43,455.9,317.73,451.0,1.0,451.0,1.0,451.0,133.64,469.39,1.0,451.0,1.0,451.0,47.09,458.46,748.19,453.74,1.0,451.0,89.59,451.0,1.0,451.0,255.48,460.35,108.32,451.0,1.0,451.0,80.41,451.0,593.35,456.01,770.99,451.0,386.2,451.0,488.31,451.0,127.76,466.73,258.58,462.18,1.0,451.0,542.28,472.46,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,223.01,451.0,668.58,646.0,669.07,427.12,425.2,665.44,580.0,564.0,679.54,669.32
435,198.79,472.23,1.0,451.0,256.94,451.0,93.53,452.46,1.0,451.0,1.0,451.0,165.25,451.0,160.43,455.9,317.73,451.0,1.0,451.0,1.0,451.0,133.64,469.39,1.0,451.0,1.0,451.0,47.09,458.46,748.19,453.74,1.0,451.0,89.59,451.0,1.0,451.0,255.48,460.35,108.32,451.0,1.0,451.0,80.41,451.0,593.35,456.01,770.99,451.0,386.2,451.0,488.31,451.0,127.76,466.73,258.58,462.18,1.0,451.0,542.28,472.46,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,223.01,451.0,668.58,646.0,669.07,427.12,425.2,665.44,580.0,564.0,679.54,669.32,195.09,453.76,1.0,451.0,255.25,451.0,93.16,451.0,1.0,451.0,1.0,451.0,161.09,470.36,158.28,451.97,311.83,458.69,1.0,451.0,1.0,451.0,131.7,456.4,1.0,451.0,1.0,451.0,45.18,459.98,730.34,460.01,1.0,451.0,87.58,456.02,1.0,451.0,253.48,460.0,103.99,465.41,1.0,451.0,78.47,459.01,598.23,469.09,751.3,461.32,376.79,451.0,476.24,467.89,126.57,467.91,254.61,461.75,1.0,451.0,535.22,456.69,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,223.04,467.67,636.61,640.8,637.1,426.3,424.39,632.54,580.0,564.0,646.3,637.62
436,195.09,453.76,1.0,451.0,255.25,451.0,93.16,451.0,1.0,451.0,1.0,451.0,161.09,470.36,158.28,451.97,311.83,458.69,1.0,451.0,1.0,451.0,131.7,456.4,1.0,451.0,1.0,451.0,45.18,459.98,730.34,460.01,1.0,451.0,87.58,456.02,1.0,451.0,253.48,460.0,103.99,465.41,1.0,451.0,78.47,459.01,598.23,469.09,751.3,461.32,376.79,451.0,476.24,467.89,126.57,467.91,254.61,461.75,1.0,451.0,535.22,456.69,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,223.04,467.67,636.61,640.8,637.1,426.3,424.39,632.54,580.0,564.0,646.3,637.62,186.26,451.0,1.0,451.0,249.66,460.29,90.79,461.25,1.0,451.0,1.0,451.0,156.98,451.0,156.32,452.98,302.08,462.54,1.0,451.0,1.0,451.0,127.26,458.98,1.0,451.0,1.0,451.0,43.08,473.41,709.39,451.0,1.0,451.0,83.93,451.0,1.0,451.0,248.54,464.52,104.32,451.0,1.0,451.0,77.4,469.85,578.96,451.0,714.14,451.0,367.31,458.1,466.02,468.05,121.69,451.0,248.99,451.0,1.0,451.0,510.12,470.86,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,215.36,451.0,614.03,617.82,614.33,421.52,419.61,610.02,580.0,564.0,624.15,615.28
437,186.26,451.0,1.0,451.0,249.66,460.29,90.79,461.25,1.0,451.0,1.0,451.0,156.98,451.0,156.32,452.98,302.08,462.54,1.0,451.0,1.0,451.0,127.26,458.98,1.0,451.0,1.0,451.0,43.08,473.41,709.39,451.0,1.0,451.0,83.93,451.0,1.0,451.0,248.54,464.52,104.32,451.0,1.0,451.0,77.4,469.85,578.96,451.0,714.14,451.0,367.31,458.1,466.02,468.05,121.69,451.0,248.99,451.0,1.0,451.0,510.12,470.86,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,215.36,451.0,614.03,617.82,614.33,421.52,419.61,610.02,580.0,564.0,624.15,615.28,177.23,459.99,1.0,451.0,234.86,451.71,84.94,451.0,1.0,451.0,1.0,451.0,147.78,451.0,148.8,451.0,287.01,451.0,1.0,451.0,1.0,451.0,120.59,451.0,1.0,451.0,1.0,451.0,42.14,467.15,684.73,455.8,1.0,451.0,85.72,451.0,1.0,451.0,237.07,451.0,97.96,451.0,1.0,451.0,73.65,451.0,544.96,463.39,676.21,459.49,352.55,451.0,442.51,451.0,116.66,451.0,234.31,465.68,1.0,451.0,485.29,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,209.96,451.0,581.14,584.99,581.75,422.56,420.65,576.97,573.39,564.0,588.64,582.67
438,177.23,459.99,1.0,451.0,234.86,451.71,84.94,451.0,1.0,451.0,1.0,451.0,147.78,451.0,148.8,451.0,287.01,451.0,1.0,451.0,1.0,451.0,120.59,451.0,1.0,451.0,1.0,451.0,42.14,467.15,684.73,455.8,1.0,451.0,85.72,451.0,1.0,451.0,237.07,451.0,97.96,451.0,1.0,451.0,73.65,451.0,544.96,463.39,676.21,459.49,352.55,451.0,442.51,451.0,116.66,451.0,234.31,465.68,1.0,451.0,485.29,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,209.96,451.0,581.14,584.99,581.75,422.56,420.65,576.97,573.39,564.0,588.64,582.67,160.26,471.68,1.0,451.0,223.89,451.0,79.49,451.0,1.0,451.0,1.0,451.0,137.02,451.0,134.11,451.0,264.67,468.82,1.0,451.0,1.0,451.0,111.52,464.79,1.0,451.0,1.0,451.0,39.29,470.97,645.61,457.59,1.0,451.0,84.21,458.37,1.0,451.0,225.68,451.0,90.66,451.0,1.0,451.0,67.83,467.8,520.53,451.0,651.11,451.0,331.19,451.0,404.4,469.13,110.02,451.0,219.83,456.16,1.0,451.0,461.98,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,191.02,451.41,528.97,532.23,529.45,416.8,414.9,525.58,522.6,544.31,536.54,529.83
439,160.26,471.68,1.0,451.0,223.89,451.0,79.49,451.0,1.0,451.0,1.0,451.0,137.02,451.0,134.11,451.0,264.67,468.82,1.0,451.0,1.0,451.0,111.52,464.79,1.0,451.0,1.0,451.0,39.29,470.97,645.61,457.59,1.0,451.0,84.21,458.37,1.0,451.0,225.68,451.0,90.66,451.0,1.0,451.0,67.83,467.8,520.53,451.0,651.11,451.0,331.19,451.0,404.4,469.13,110.02,451.0,219.83,456.16,1.0,451.0,461.98,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,191.02,451.41,528.97,532.23,529.45,416.8,414.9,525.58,522.6,544.31,536.54,529.83,152.21,451.0,1.0,451.0,212.37,455.37,73.32,456.35,1.0,451.0,1.0,451.0,131.01,451.0,124.59,464.6,243.17,468.97,1.0,451.0,1.0,451.0,106.89,451.0,1.0,451.0,1.0,451.0,35.62,451.0,604.5,451.0,1.0,451.0,79.03,451.0,1.0,451.0,217.11,451.0,85.72,461.81,1.0,451.0,63.75,471.22,481.85,451.0,606.37,458.68,313.62,451.0,389.69,468.44,102.98,451.0,205.24,451.0,1.0,451.0,442.9,463.76,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,179.69,451.0,494.26,497.0,494.62,412.43,410.54,490.87,488.28,507.46,500.89,495.18
440,152.21,451.0,1.0,451.0,212.37,455.37,73.32,456.35,1.0,451.0,1.0,451.0,131.01,451.0,124.59,464.6,243.17,468.97,1.0,451.0,1.0,451.0,106.89,451.0,1.0,451.0,1.0,451.0,35.62,451.0,604.5,451.0,1.0,451.0,79.03,451.0,1.0,451.0,217.11,451.0,85.72,461.81,1.0,451.0,63.75,471.22,481.85,451.0,606.37,458.68,313.62,451.0,389.69,468.44,102.98,451.0,205.24,451.0,1.0,451.0,442.9,463.76,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,179.69,451.0,494.26,497.0,494.62,412.43,410.54,490.87,488.28,507.46,500.89,495.18,146.41,462.96,1.0,451.0,209.8,451.0,71.37,453.13,1.0,451.0,1.0,451.0,125.86,451.0,124.62,451.0,227.31,451.0,1.0,451.0,1.0,451.0,101.71,451.0,1.0,451.0,1.0,451.0,31.95,470.56,571.94,472.27,1.0,451.0,77.23,451.0,1.0,451.0,208.49,451.57,83.78,451.0,1.0,451.0,62.21,451.0,464.38,457.18,580.44,462.6,296.27,472.63,368.03,451.0,99.25,466.96,200.53,459.98,1.0,451.0,415.35,456.19,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,173.76,453.61,466.91,469.55,467.31,407.77,405.88,463.71,461.46,478.07,471.55,467.94
441,146.41,462.96,1.0,451.0,209.8,451.0,71.37,453.13,1.0,451.0,1.0,451.0,125.86,451.0,124.62,451.0,227.31,451.0,1.0,451.0,1.0,451.0,101.71,451.0,1.0,451.0,1.0,451.0,31.95,470.56,571.94,472.27,1.0,451.0,77.23,451.0,1.0,451.0,208.49,451.57,83.78,451.0,1.0,451.0,62.21,451.0,464.38,457.18,580.44,462.6,296.27,472.63,368.03,451.0,99.25,466.96,200.53,459.98,1.0,451.0,415.35,456.19,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,173.76,453.61,466.91,469.55,467.31,407.77,405.88,463.71,461.46,478.07,471.55,467.94,144.79,486.36,1.0,451.0,198.12,489.04,67.99,467.37,1.0,451.0,1.0,451.0,124.55,473.44,115.76,484.07,215.96,458.09,1.0,451.0,1.0,451.0,103.52,471.8,1.0,451.0,1.0,451.0,31.6,454.1,551.81,482.98,1.0,451.0,76.24,464.98,1.0,451.0,205.35,454.08,79.92,473.39,1.0,451.0,59.5,489.11,444.09,469.0,562.74,469.18,289.72,455.95,363.71,484.22,96.08,459.92,191.78,470.38,1.0,451.0,402.55,487.36,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,168.87,455.26,411.53,413.29,411.6,403.8,401.96,408.9,407.1,423.03,417.47,412.3
442,144.79,486.36,1.0,451.0,198.12,489.04,67.99,467.37,1.0,451.0,1.0,451.0,124.55,473.44,115.76,484.07,215.96,458.09,1.0,451.0,1.0,451.0,103.52,471.8,1.0,451.0,1.0,451.0,31.6,454.1,551.81,482.98,1.0,451.0,76.24,464.98,1.0,451.0,205.35,454.08,79.92,473.39,1.0,451.0,59.5,489.11,444.09,469.0,562.74,469.18,289.72,455.95,363.71,484.22,96.08,459.92,191.78,470.38,1.0,451.0,402.55,487.36,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,168.87,455.26,411.53,413.29,411.6,403.8,401.96,408.9,407.1,423.03,417.47,412.3,145.08,496.06,1.0,451.0,195.25,474.68,66.53,506.73,1.0,451.0,1.0,451.0,122.96,494.64,114.46,467.59,209.66,497.32,1.0,451.0,1.0,451.0,100.41,491.36,1.0,451.0,1.0,451.0,31.29,491.15,539.8,502.41,1.0,451.0,75.96,498.89,1.0,451.0,202.38,491.68,78.9,493.53,1.0,451.0,60.18,498.0,446.29,474.82,556.43,486.92,280.24,499.7,349.85,468.41,93.11,464.13,190.4,498.73,1.0,451.0,401.54,506.56,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,164.94,504.91,363.03,364.31,362.98,357.63,356.08,361.28,359.88,373.5,368.32,362.95
443,145.08,496.06,1.0,451.0,195.25,474.68,66.53,506.73,1.0,451.0,1.0,451.0,122.96,494.64,114.46,467.59,209.66,497.32,1.0,451.0,1.0,451.0,100.41,491.36,1.0,451.0,1.0,451.0,31.29,491.15,539.8,502.41,1.0,451.0,75.96,498.89,1.0,451.0,202.38,491.68,78.9,493.53,1.0,451.0,60.18,498.0,446.29,474.82,556.43,486.92,280.24,499.7,349.85,468.41,93.11,464.13,190.4,498.73,1.0,451.0,401.54,506.56,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,164.94,504.91,363.03,364.31,362.98,357.63,356.08,361.28,359.88,373.5,368.32,362.95,143.71,509.55,1.0,451.0,198.01,515.72,66.67,490.26,1.0,451.0,1.0,451.0,122.82,483.9,115.43,477.73,208.94,473.45,1.0,451.0,1.0,451.0,98.6,514.51,1.0,451.0,1.0,451.0,30.37,496.11,532.57,477.11,1.0,451.0,76.83,514.67,1.0,451.0,203.52,504.71,78.7,479.5,1.0,451.0,57.75,507.14,442.16,473.32,545.3,497.22,284.72,493.17,349.23,490.62,93.33,483.23,188.87,485.31,1.0,451.0,395.11,478.25,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,160.99,507.32,355.18,356.75,355.34,350.08,348.54,353.66,352.29,365.06,360.28,355.35
