hour_index,L1_t,S1_t,L2_t,S2_t,L3_t,S3_t,L4_t,S4_t,L5_t,S5_t,L6_t,S6_t,L7_t,S7_t,L8_t,S8_t,L9_t,S9_t,L10_t,S10_t,L11_t,S11_t,L12_t,S12_t,L13_t,S13_t,L14_t,S14_t,L15_t,S15_t,L16_t,S16_t,L17_t,S17_t,L18_t,S18_t,L19_t,S19_t,L20_t,S20_t,L21_t,S21_t,L22_t,S22_t,L23_t,S23_t,L24_t,S24_t,L25_t,S25_t,L26_t,S26_t,L27_t,S27_t,L28_t,S28_t,L29_t,S29_t,L30_t,S30_t,L31_t,S31_t,L32_t,S32_t,L33_t,S33_t,L34_t,S34_t,L35_t,S35_t,L36_t,S36_t,L37_t,S37_t,L38_t,S38_t,L39_t,S39_t,G1_t,G2_t,G3_t,G4_t,G5_t,G6_t,G7_t,G8_t,G9_t,G10_t,L1_t+1_pre,S1_t+1_pre,L2_t+1_pre,S2_t+1_pre,L3_t+1_pre,S3_t+1_pre,L4_t+1_pre,S4_t+1_pre,L5_t+1_pre,S5_t+1_pre,L6_t+1_pre,S6_t+1_pre,L7_t+1_pre,S7_t+1_pre,L8_t+1_pre,S8_t+1_pre,L9_t+1_pre,S9_t+1_pre,L10_t+1_pre,S10_t+1_pre,L11_t+1_pre,S11_t+1_pre,L12_t+1_pre,S12_t+1_pre,L13_t+1_pre,S13_t+1_pre,L14_t+1_pre,S14_t+1_pre,L15_t+1_pre,S15_t+1_pre,L16_t+1_pre,S16_t+1_pre,L17_t+1_pre,S17_t+1_pre,L18_t+1_pre,S18_t+1_pre,L19_t+1_pre,S19_t+1_pre,L20_t+1_pre,S20_t+1_pre,L21_t+1_pre,S21_t+1_pre,L22_t+1_pre,S22_t+1_pre,L23_t+1_pre,S23_t+1_pre,L24_t+1_pre,S24_t+1_pre,L25_t+1_pre,S25_t+1_pre,L26_t+1_pre,S26_t+1_pre,L27_t+1_pre,S27_t+1_pre,L28_t+1_pre,S28_t+1_pre,L29_t+1_pre,S29_t+1_pre,L30_t+1_pre,S30_t+1_pre,L31_t+1_pre,S31_t+1_pre,L32_t+1_pre,S32_t+1_pre,L33_t+1_pre,S33_t+1_pre,L34_t+1_pre,S34_t+1_pre,L35_t+1_pre,S35_t+1_pre,L36_t+1_pre,S36_t+1_pre,L37_t+1_pre,S37_t+1_pre,L38_t+1_pre,S38_t+1_pre,L39_t+1_pre,S39_t+1_pre,G1_t+1_res,G2_t+1_res,G3_t+1_res,G4_t+1_res,G5_t+1_res,G6_t+1_res,G7_t+1_res,G8_t+1_res,G9_t+1_res,G10_t+1_res
544,206.78,461.7,1.0,451.0,262.21,456.17,92.54,451.0,1.0,451.0,1.0,451.0,148.18,452.99,169.29,451.0,303.34,451.0,1.0,451.0,1.0,451.0,150.04,451.0,1.0,451.0,1.0,451.0,56.16,451.0,703.79,468.21,1.0,451.0,79.75,464.65,1.0,451.0,223.72,451.0,105.62,458.47,1.0,451.0,77.97,451.0,581.08,458.17,743.64,454.36,373.85,451.0,465.21,459.85,124.14,459.97,247.84,451.0,1.0,451.0,528.78,471.37,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,219.71,451.0,639.42,643.73,640.12,415.85,413.94,635.12,580.0,564.0,649.05,640.85,220.93,465.42,1.0,451.0,274.91,451.0,94.85,466.19,1.0,451.0,1.0,451.0,160.31,451.0,178.36,451.0,323.16,463.86,1.0,451.0,1.0,451.0,159.5,451.0,1.0,451.0,1.0,451.0,58.63,451.0,754.84,458.73,1.0,451.0,78.38,451.0,1.0,451.0,240.35,457.75,110.29,451.0,1.0,451.0,81.82,452.0,611.41,451.0,790.52,451.72,399.12,467.11,502.51,472.33,130.29,451.0,271.32,451.91,1.0,451.0,563.11,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,231.28,466.57,715.57,646.0,717.15,420.85,418.93,687.0,580.0,564.0,727.39,716.1
545,220.93,465.42,1.0,451.0,274.91,451.0,94.85,466.19,1.0,451.0,1.0,451.0,160.31,451.0,178.36,451.0,323.16,463.86,1.0,451.0,1.0,451.0,159.5,451.0,1.0,451.0,1.0,451.0,58.63,451.0,754.84,458.73,1.0,451.0,78.38,451.0,1.0,451.0,240.35,457.75,110.29,451.0,1.0,451.0,81.82,452.0,611.41,451.0,790.52,451.72,399.12,467.11,502.51,472.33,130.29,451.0,271.32,451.91,1.0,451.0,563.11,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,231.28,466.57,715.57,646.0,717.15,420.85,418.93,687.0,580.0,564.0,727.39,716.1,231.05,466.93,1.0,451.0,288.72,457.82,105.17,468.12,1.0,451.0,1.0,451.0,173.09,451.0,190.74,454.93,339.66,472.86,1.0,451.0,1.0,451.0,167.1,464.7,1.0,451.0,1.0,451.0,61.48,457.17,806.45,451.44,1.0,451.0,80.87,471.53,1.0,451.0,252.14,457.26,117.75,451.0,1.0,451.0,87.55,470.35,650.14,451.0,827.75,458.17,418.4,451.0,530.53,470.73,141.59,451.0,286.16,457.83,1.0,451.0,595.66,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,244.81,451.0,813.27,646.0,725.0,427.05,425.12,687.0,580.0,564.0,825.57,813.78
546,231.05,466.93,1.0,451.0,288.72,457.82,105.17,468.12,1.0,451.0,1.0,451.0,173.09,451.0,190.74,454.93,339.66,472.86,1.0,451.0,1.0,451.0,167.1,464.7,1.0,451.0,1.0,451.0,61.48,457.17,806.45,451.44,1.0,451.0,80.87,471.53,1.0,451.0,252.14,457.26,117.75,451.0,1.0,451.0,87.55,470.35,650.14,451.0,827.75,458.17,418.4,451.0,530.53,470.73,141.59,451.0,286.16,457.83,1.0,451.0,595.66,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,244.81,451.0,813.27,646.0,725.0,427.05,425.12,687.0,580.0,564.0,825.57,813.78,233.5,471.01,1.0,451.0,297.48,451.0,107.48,451.0,1.0,451.0,1.0,451.0,175.88,452.5,191.88,451.0,346.28,470.59,1.0,451.0,1.0,451.0,171.07,457.28,1.0,451.0,1.0,451.0,64.82,464.62,838.68,462.4,1.0,451.0,81.16,458.53,1.0,451.0,250.95,452.87,117.25,451.0,1.0,451.0,88.97,465.5,670.66,457.64,852.08,468.06,429.84,451.0,543.97,456.44,142.26,451.0,290.28,465.58,1.0,451.0,603.39,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,248.25,455.84,879.45,646.0,725.0,428.66,426.73,687.0,580.0,564.0,865.0,879.55
547,233.5,471.01,1.0,451.0,297.48,451.0,107.48,451.0,1.0,451.0,1.0,451.0,175.88,452.5,191.88,451.0,346.28,470.59,1.0,451.0,1.0,451.0,171.07,457.28,1.0,451.0,1.0,451.0,64.82,464.62,838.68,462.4,1.0,451.0,81.16,458.53,1.0,451.0,250.95,452.87,117.25,451.0,1.0,451.0,88.97,465.5,670.66,457.64,852.08,468.06,429.84,451.0,543.97,456.44,142.26,451.0,290.28,465.58,1.0,451.0,603.39,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,248.25,455.84,879.45,646.0,725.0,428.66,426.73,687.0,580.0,564.0,865.0,879.55,238.13,451.0,1.0,451.0,297.98,451.0,105.49,451.0,1.0,451.0,1.0,451.0,174.92,466.11,186.7,451.0,338.74,472.7,1.0,451.0,1.0,451.0,168.19,451.0,1.0,451.0,1.0,451.0,63.53,469.31,855.16,451.0,1.0,451.0,82.99,462.2,1.0,451.0,257.53,451.0,120.3,451.0,1.0,451.0,89.53,451.0,668.0,471.17,855.84,451.0,431.32,451.0,546.41,451.0,142.62,454.18,290.68,454.28,1.0,451.0,599.55,455.97,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,251.28,451.0,692.33,646.0,725.0,473.82,395.04,687.0,580.0,564.0,865.0,1100.0
548,238.13,451.0,1.0,451.0,297.98,451.0,105.49,451.0,1.0,451.0,1.0,451.0,174.92,466.11,186.7,451.0,338.74,472.7,1.0,451.0,1.0,451.0,168.19,451.0,1.0,451.0,1.0,451.0,63.53,469.31,855.16,451.0,1.0,451.0,82.99,462.2,1.0,451.0,257.53,451.0,120.3,451.0,1.0,451.0,89.53,451.0,668.0,471.17,855.84,451.0,431.32,451.0,546.41,451.0,142.62,454.18,290.68,454.28,1.0,451.0,599.55,455.97,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,251.28,451.0,692.33,646.0,725.0,473.82,395.04,687.0,580.0,564.0,865.0,1100.0,238.01,451.0,1.0,451.0,296.45,460.83,106.16,458.71,1.0,451.0,1.0,451.0,177.09,451.0,183.88,451.0,330.64,451.0,1.0,451.0,1.0,451.0,168.68,466.45,1.0,451.0,1.0,451.0,61.42,451.0,857.64,451.0,1.0,451.0,84.33,451.0,1.0,451.0,257.2,452.14,121.23,451.0,1.0,451.0,89.69,457.69,686.91,454.0,839.36,472.81,440.57,456.55,536.07,469.6,142.2,451.0,295.51,453.92,1.0,451.0,605.76,464.71,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,255.25,455.99,890.04,646.0,725.0,432.18,430.25,687.0,580.0,564.0,865.0,923.45
549,238.01,451.0,1.0,451.0,296.45,460.83,106.16,458.71,1.0,451.0,1.0,451.0,177.09,451.0,183.88,451.0,330.64,451.0,1.0,451.0,1.0,451.0,168.68,466.45,1.0,451.0,1.0,451.0,61.42,451.0,857.64,451.0,1.0,451.0,84.33,451.0,1.0,451.0,257.2,452.14,121.23,451.0,1.0,451.0,89.69,457.69,686.91,454.0,839.36,472.81,440.57,456.55,536.07,469.6,142.2,451.0,295.51,453.92,1.0,451.0,605.76,464.71,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,255.25,455.99,890.04,646.0,725.0,432.18,430.25,687.0,580.0,564.0,865.0,923.45,237.34,451.0,1.0,451.0,292.84,451.0,105.87,451.0,1.0,451.0,1.0,451.0,174.42,451.0,182.15,451.0,321.68,459.45,1.0,451.0,1.0,451.0,159.42,451.0,1.0,451.0,1.0,451.0,58.83,451.05,861.46,455.73,1.0,451.0,86.85,451.0,1.0,451.0,257.59,451.0,119.96,462.9,1.0,451.0,89.09,451.0,669.91,467.9,842.09,452.26,432.22,451.0,525.99,460.79,142.33,451.0,288.41,451.0,1.0,451.0,604.61,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,245.37,465.82,767.86,646.0,725.0,432.81,430.9,687.0,580.0,564.0,865.0,1012.92
550,237.34,451.0,1.0,451.0,292.84,451.0,105.87,451.0,1.0,451.0,1.0,451.0,174.42,451.0,182.15,451.0,321.68,459.45,1.0,451.0,1.0,451.0,159.42,451.0,1.0,451.0,1.0,451.0,58.83,451.05,861.46,455.73,1.0,451.0,86.85,451.0,1.0,451.0,257.59,451.0,119.96,462.9,1.0,451.0,89.09,451.0,669.91,467.9,842.09,452.26,432.22,451.0,525.99,460.79,142.33,451.0,288.41,451.0,1.0,451.0,604.61,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,245.37,465.82,767.86,646.0,725.0,432.81,430.9,687.0,580.0,564.0,865.0,1012.92,227.6,451.0,1.0,451.0,289.83,461.95,103.39,468.93,1.0,451.0,1.0,451.0,169.26,451.0,171.45,451.0,315.59,455.93,1.0,451.0,1.0,451.0,152.26,467.59,1.0,451.0,1.0,451.0,59.39,463.54,857.94,451.0,1.0,451.0,85.32,465.89,1.0,451.0,256.41,457.7,116.35,454.92,1.0,451.0,87.88,451.0,668.56,451.0,837.86,460.78,422.69,451.0,532.35,451.0,138.91,451.0,282.3,451.0,1.0,451.0,589.53,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,245.47,470.28,833.39,646.0,725.0,428.96,427.03,687.0,580.0,564.0,847.04,832.9
551,227.6,451.0,1.0,451.0,289.83,461.95,103.39,468.93,1.0,451.0,1.0,451.0,169.26,451.0,171.45,451.0,315.59,455.93,1.0,451.0,1.0,451.0,152.26,467.59,1.0,451.0,1.0,451.0,59.39,463.54,857.94,451.0,1.0,451.0,85.32,465.89,1.0,451.0,256.41,457.7,116.35,454.92,1.0,451.0,87.88,451.0,668.56,451.0,837.86,460.78,422.69,451.0,532.35,451.0,138.91,451.0,282.3,451.0,1.0,451.0,589.53,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,245.47,470.28,833.39,646.0,725.0,428.96,427.03,687.0,580.0,564.0,847.04,832.9,220.68,460.0,1.0,451.0,291.76,472.27,102.16,451.0,1.0,451.0,1.0,451.0,170.54,461.02,167.6,469.24,314.72,451.0,1.0,451.0,1.0,451.0,154.71,467.8,1.0,451.0,1.0,451.0,56.43,451.0,856.08,451.0,1.0,451.0,84.67,465.99,1.0,451.0,258.18,469.14,113.07,451.0,1.0,451.0,86.42,451.0,665.66,451.0,837.59,451.0,419.6,451.0,518.62,457.18,140.49,451.0,281.95,467.72,1.0,451.0,593.95,453.51,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,244.93,451.0,820.91,646.0,725.0,424.08,422.15,687.0,580.0,564.0,833.44,820.69
552,220.68,460.0,1.0,451.0,291.76,472.27,102.16,451.0,1.0,451.0,1.0,451.0,170.54,461.02,167.6,469.24,314.72,451.0,1.0,451.0,1.0,451.0,154.71,467.8,1.0,451.0,1.0,451.0,56.43,451.0,856.08,451.0,1.0,451.0,84.67,465.99,1.0,451.0,258.18,469.14,113.07,451.0,1.0,451.0,86.42,451.0,665.66,451.0,837.59,451.0,419.6,451.0,518.62,457.18,140.49,451.0,281.95,467.72,1.0,451.0,593.95,453.51,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,244.93,451.0,820.91,646.0,725.0,424.08,422.15,687.0,580.0,564.0,833.44,820.69,221.76,453.59,1.0,451.0,275.89,451.0,102.71,451.0,1.0,451.0,1.0,451.0,169.94,451.0,169.64,451.0,316.4,451.0,1.0,451.0,1.0,451.0,150.26,451.0,1.0,451.0,1.0,451.0,56.05,458.01,851.26,468.44,1.0,451.0,89.62,451.0,1.0,451.0,256.88,465.15,114.95,451.0,1.0,451.0,85.88,451.0,651.57,473.16,831.38,451.0,414.25,451.0,522.02,452.6,137.94,451.0,283.74,462.04,1.0,451.0,594.16,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,243.07,451.0,825.68,646.0,725.0,425.44,423.51,687.0,580.0,564.0,837.44,825.86
553,221.76,453.59,1.0,451.0,275.89,451.0,102.71,451.0,1.0,451.0,1.0,451.0,169.94,451.0,169.64,451.0,316.4,451.0,1.0,451.0,1.0,451.0,150.26,451.0,1.0,451.0,1.0,451.0,56.05,458.01,851.26,468.44,1.0,451.0,89.62,451.0,1.0,451.0,256.88,465.15,114.95,451.0,1.0,451.0,85.88,451.0,651.57,473.16,831.38,451.0,414.25,451.0,522.02,452.6,137.94,451.0,283.74,462.04,1.0,451.0,594.16,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,243.07,451.0,825.68,646.0,725.0,425.44,423.51,687.0,580.0,564.0,837.44,825.86,222.68,471.5,1.0,451.0,278.13,451.0,102.69,451.0,1.0,451.0,1.0,451.0,172.1,472.58,171.46,451.0,321.77,454.4,1.0,451.0,1.0,451.0,155.22,469.2,1.0,451.0,1.0,451.0,56.64,468.18,847.84,455.13,1.0,451.0,84.73,451.0,1.0,451.0,252.12,454.15,117.61,461.62,1.0,451.0,85.42,451.0,657.46,451.0,819.53,451.0,419.77,460.14,511.55,472.0,138.17,453.04,283.55,467.6,1.0,451.0,586.91,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,243.19,457.29,793.56,646.0,725.0,428.61,426.68,687.0,580.0,564.0,805.26,793.44
554,222.68,471.5,1.0,451.0,278.13,451.0,102.69,451.0,1.0,451.0,1.0,451.0,172.1,472.58,171.46,451.0,321.77,454.4,1.0,451.0,1.0,451.0,155.22,469.2,1.0,451.0,1.0,451.0,56.64,468.18,847.84,455.13,1.0,451.0,84.73,451.0,1.0,451.0,252.12,454.15,117.61,461.62,1.0,451.0,85.42,451.0,657.46,451.0,819.53,451.0,419.77,460.14,511.55,472.0,138.17,453.04,283.55,467.6,1.0,451.0,586.91,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,243.19,457.29,793.56,646.0,725.0,428.61,426.68,687.0,580.0,564.0,805.26,793.44,228.97,461.86,1.0,451.0,283.24,451.0,106.59,469.84,1.0,451.0,1.0,451.0,171.6,451.0,179.87,451.76,340.46,451.0,1.0,451.0,1.0,451.0,158.93,451.0,1.0,451.0,1.0,451.0,58.59,459.83,859.41,451.0,1.0,451.0,82.5,451.0,1.0,451.0,246.73,463.28,117.15,459.35,1.0,451.0,88.05,452.98,668.31,451.0,843.1,451.0,435.25,451.0,522.46,466.01,141.97,451.0,290.88,451.0,1.0,451.0,588.95,460.6,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,250.98,463.02,778.23,646.0,725.0,421.16,419.24,687.0,580.0,564.0,865.0,959.98
555,228.97,461.86,1.0,451.0,283.24,451.0,106.59,469.84,1.0,451.0,1.0,451.0,171.6,451.0,179.87,451.76,340.46,451.0,1.0,451.0,1.0,451.0,158.93,451.0,1.0,451.0,1.0,451.0,58.59,459.83,859.41,451.0,1.0,451.0,82.5,451.0,1.0,451.0,246.73,463.28,117.15,459.35,1.0,451.0,88.05,452.98,668.31,451.0,843.1,451.0,435.25,451.0,522.46,466.01,141.97,451.0,290.88,451.0,1.0,451.0,588.95,460.6,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,250.98,463.02,778.23,646.0,725.0,421.16,419.24,687.0,580.0,564.0,865.0,959.98,243.77,451.0,1.0,451.0,296.22,457.56,109.85,463.06,1.0,451.0,1.0,451.0,178.32,451.0,194.07,451.0,374.12,462.34,1.0,451.0,1.0,451.0,166.05,465.22,1.0,451.0,1.0,451.0,60.98,451.0,878.59,461.75,1.0,451.0,86.15,451.79,1.0,451.0,256.61,451.0,124.31,467.63,1.0,451.0,90.74,451.0,695.56,451.0,871.75,451.0,447.53,451.0,560.87,451.0,145.33,452.68,299.08,451.0,1.0,451.0,621.57,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,260.26,451.0,771.55,646.0,725.0,500.69,387.64,687.0,580.0,564.0,865.0,1100.0
556,243.77,451.0,1.0,451.0,296.22,457.56,109.85,463.06,1.0,451.0,1.0,451.0,178.32,451.0,194.07,451.0,374.12,462.34,1.0,451.0,1.0,451.0,166.05,465.22,1.0,451.0,1.0,451.0,60.98,451.0,878.59,461.75,1.0,451.0,86.15,451.79,1.0,451.0,256.61,451.0,124.31,467.63,1.0,451.0,90.74,451.0,695.56,451.0,871.75,451.0,447.53,451.0,560.87,451.0,145.33,452.68,299.08,451.0,1.0,451.0,621.57,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,260.26,451.0,771.55,646.0,725.0,500.69,387.64,687.0,580.0,564.0,865.0,1100.0,245.33,451.59,1.0,451.0,299.37,451.0,113.81,458.51,1.0,451.0,1.0,451.0,180.59,452.01,208.66,451.0,392.01,451.0,1.0,451.0,1.0,451.0,166.89,451.0,1.0,451.0,1.0,451.0,61.0,461.38,882.25,457.59,1.0,451.0,86.06,451.0,1.0,451.0,257.67,458.16,124.04,455.48,1.0,451.0,93.74,451.0,707.51,466.12,895.8,451.0,449.43,451.0,572.39,451.0,150.58,451.0,302.86,464.14,1.0,451.0,639.81,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,265.43,470.95,810.99,646.0,725.0,504.82,387.28,687.0,580.0,564.0,865.0,1100.0
557,245.33,451.59,1.0,451.0,299.37,451.0,113.81,458.51,1.0,451.0,1.0,451.0,180.59,452.01,208.66,451.0,392.01,451.0,1.0,451.0,1.0,451.0,166.89,451.0,1.0,451.0,1.0,451.0,61.0,461.38,882.25,457.59,1.0,451.0,86.06,451.0,1.0,451.0,257.67,458.16,124.04,455.48,1.0,451.0,93.74,451.0,707.51,466.12,895.8,451.0,449.43,451.0,572.39,451.0,150.58,451.0,302.86,464.14,1.0,451.0,639.81,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,265.43,470.95,810.99,646.0,725.0,504.82,387.28,687.0,580.0,564.0,865.0,1100.0,241.95,466.77,1.0,451.0,293.2,451.0,113.38,469.86,1.0,451.0,1.0,451.0,178.77,467.99,201.68,468.39,389.65,451.0,1.0,451.0,1.0,451.0,165.76,451.0,1.0,451.0,1.0,451.0,63.81,451.0,866.18,468.78,1.0,451.0,88.92,466.38,1.0,451.0,257.23,451.0,123.05,460.58,1.0,451.0,91.97,455.52,704.16,460.97,868.09,451.0,449.61,466.37,560.73,469.85,150.8,472.08,304.04,451.0,1.0,451.0,630.4,471.58,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,262.15,451.0,768.71,646.0,725.0,495.1,384.98,687.0,580.0,564.0,865.0,1100.0
558,241.95,466.77,1.0,451.0,293.2,451.0,113.38,469.86,1.0,451.0,1.0,451.0,178.77,467.99,201.68,468.39,389.65,451.0,1.0,451.0,1.0,451.0,165.76,451.0,1.0,451.0,1.0,451.0,63.81,451.0,866.18,468.78,1.0,451.0,88.92,466.38,1.0,451.0,257.23,451.0,123.05,460.58,1.0,451.0,91.97,455.52,704.16,460.97,868.09,451.0,449.61,466.37,560.73,469.85,150.8,472.08,304.04,451.0,1.0,451.0,630.4,471.58,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,262.15,451.0,768.71,646.0,725.0,495.1,384.98,687.0,580.0,564.0,865.0,1100.0,236.9,462.67,1.0,451.0,289.17,466.15,109.85,451.0,1.0,451.0,1.0,451.0,173.97,470.14,197.5,451.0,383.16,457.46,1.0,451.0,1.0,451.0,164.59,463.64,1.0,451.0,1.0,451.0,63.97,451.0,846.77,462.85,1.0,451.0,85.23,451.0,1.0,451.0,255.34,463.35,123.05,451.0,1.0,451.0,90.25,451.0,681.03,455.48,857.4,467.58,435.98,461.09,547.83,451.0,144.96,451.0,293.44,451.0,1.0,451.0,622.12,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,254.74,463.47,751.66,646.0,725.0,476.92,380.05,687.0,580.0,564.0,865.0,1100.0
559,236.9,462.67,1.0,451.0,289.17,466.15,109.85,451.0,1.0,451.0,1.0,451.0,173.97,470.14,197.5,451.0,383.16,457.46,1.0,451.0,1.0,451.0,164.59,463.64,1.0,451.0,1.0,451.0,63.97,451.0,846.77,462.85,1.0,451.0,85.23,451.0,1.0,451.0,255.34,463.35,123.05,451.0,1.0,451.0,90.25,451.0,681.03,455.48,857.4,467.58,435.98,461.09,547.83,451.0,144.96,451.0,293.44,451.0,1.0,451.0,622.12,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,254.74,463.47,751.66,646.0,725.0,476.92,380.05,687.0,580.0,564.0,865.0,1100.0,233.79,451.0,1.0,451.0,273.31,451.0,105.36,451.0,1.0,451.0,1.0,451.0,167.18,451.0,191.57,451.0,372.57,472.26,1.0,451.0,1.0,451.0,160.05,451.0,1.0,451.0,1.0,451.0,61.88,455.76,820.74,451.0,1.0,451.0,86.65,466.36,1.0,451.0,250.06,454.2,116.33,471.63,1.0,451.0,90.05,454.6,664.71,473.31,829.77,467.98,424.66,473.19,531.71,452.38,139.69,451.0,285.78,451.0,1.0,451.0,600.58,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,244.39,451.0,842.77,646.0,725.0,427.55,425.62,687.0,580.0,564.0,853.1,844.25
560,233.79,451.0,1.0,451.0,273.31,451.0,105.36,451.0,1.0,451.0,1.0,451.0,167.18,451.0,191.57,451.0,372.57,472.26,1.0,451.0,1.0,451.0,160.05,451.0,1.0,451.0,1.0,451.0,61.88,455.76,820.74,451.0,1.0,451.0,86.65,466.36,1.0,451.0,250.06,454.2,116.33,471.63,1.0,451.0,90.05,454.6,664.71,473.31,829.77,467.98,424.66,473.19,531.71,452.38,139.69,451.0,285.78,451.0,1.0,451.0,600.58,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,244.39,451.0,842.77,646.0,725.0,427.55,425.62,687.0,580.0,564.0,853.1,844.25,221.82,465.72,1.0,451.0,263.79,461.05,104.13,472.31,1.0,451.0,1.0,451.0,162.0,470.18,183.41,451.0,357.66,451.0,1.0,451.0,1.0,451.0,157.45,451.0,1.0,451.0,1.0,451.0,59.78,471.03,801.06,451.0,1.0,451.0,81.14,451.0,1.0,451.0,241.27,451.0,114.52,472.46,1.0,451.0,85.18,453.74,637.74,452.14,814.79,451.0,411.58,451.0,511.6,461.9,136.95,468.74,277.57,451.0,1.0,451.0,571.61,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,240.14,451.0,768.94,646.0,725.0,424.73,422.8,687.0,580.0,564.0,780.68,770.23
